,Assignment,DocumentNo,BusA,Type,Tx,PBk,Clrng_doc.,Text,CoCd,Supplier,Account,G/L,Supplier_Name,Pur._Doc.,Doc._Date,Amt_in_loc.cur.,Clearing,Pstng_Date,Column1,Net_due_dt,Arrers,Arrear,Discont,Day1,Day2,Net,Entity,IC,Net_due_d-clearing_d,Paid_T/F,Inv_Type,Pay_term_in_days,Payment_Term_desc,PT_Category,doc_type
4052,164283979,38582067,9330.0,debit,85,,55685479,*164283979-6029306,940,603665,603665,162000,Toi Toi & Dixi Sanitärsysteme GmbH,4503728454.0,03.06.2024,246.43,17.06.2024,15.06.2024,6.2024,13.06.2024,4,4,True,10,0,0,TKA,NO,-4,False,PO,10,innerhalb von 10 Tagen ohne Abzug,< 30 day,PO Invoices
4053,RE2401981,38578368,9773.0,debit,85,,55685480,*RE2401981,940,603706,603706,162000,Batterien-Lenz,4503737605.0,21.05.2024,32.26,17.06.2024,24.05.2024,5.2024,20.06.2024,-3,-3,True,30,0,0,TKA,NO,3,True,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
4054,RE2401746,38579727,9330.0,debit,85,,55684124,*RE2401746,940,603706,603706,162000,Batterien-Lenz,4503729866.0,30.04.2024,52.98,04.06.2024,31.05.2024,5.2024,30.05.2024,5,5,True,30,0,0,TKA,NO,-5,False,PO,30,innerhalb von 30 Tagen ohne Abzug,< 30 day,PO Invoices
4055,94516094,370372826,9333.0,debit,85,,55685113,*94516094,940,603975,603975,162000,SGS-TÜV Saar GmbH,,03.06.2024,640.22,12.06.2024,06.06.2024,6.2024,17.06.2024,-5,-5,True,14,0,0,TKA,NO,5,True,FI,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,FI Invoices
4056,94516095,370372827,9333.0,debit,85,,55685113,*94516095,940,603975,603975,162000,SGS-TÜV Saar GmbH,,03.06.2024,320.11,12.06.2024,06.06.2024,6.2024,17.06.2024,-5,-5,True,14,0,0,TKA,NO,5,True,FI,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,FI Invoices
4057,94515793,370372881,9333.0,debit,85,,55685113,*94515793,940,603975,603975,162000,SGS-TÜV Saar GmbH,,03.06.2024,640.22,12.06.2024,07.06.2024,6.2024,17.06.2024,-5,-5,True,14,0,0,TKA,NO,5,True,FI,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,FI Invoices
4058,94519129,370374058,9333.0,debit,85,,55685743,*94519129,940,603975,603975,162000,SGS-TÜV Saar GmbH,,07.06.2024,327.12,18.06.2024,17.06.2024,6.2024,21.06.2024,-3,-3,True,14,0,0,TKA,NO,3,True,FI,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,FI Invoices
4059,24-03463-RE,38583152,9330.0,debit,85,,55686160,*24-03463-RE,940,604069,604069,162000,Dieter Hofmann GmbH,4503727313.0,10.06.2024,24.4,24.06.2024,21.06.2024,6.2024,24.06.2024,0,0,True,14,0,0,TKA,NO,0,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
4060,24-03462-RE,38583381,9884.0,debit,69,,55686409,*24-03462-RE,940,604069,604069,162000,Dieter Hofmann GmbH,4503632044.0,10.06.2024,7968.0,25.06.2024,24.06.2024,6.2024,24.06.2024,1,1,True,14,0,0,TKA,NO,-1,False,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
4066,24-010007,38581636,9770.0,debit,69,,55685365,*24-010007,940,604293,604293,162000,Matthias & Beyrich,4503392292.0,18.01.2024,2000.0,14.06.2024,13.06.2024,6.2024,01.02.2024,134,134,True,14,0,0,TKA,NO,-134,False,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
4067,24-060042,38581672,9770.0,debit,69,,55685903,*24-060042,940,604293,604293,162000,Matthias & Beyrich,4503716126.0,10.06.2024,1000.0,19.06.2024,13.06.2024,6.2024,24.06.2024,-5,-5,True,14,0,0,TKA,NO,5,True,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
4068,24-050039,38582282,9770.0,debit,69,,55685745,*24-050039,940,604293,604293,162000,Matthias & Beyrich,4503652657.0,16.05.2024,10710.42,18.06.2024,17.06.2024,6.2024,30.05.2024,19,19,True,14,0,0,TKA,NO,-19,False,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
4069,24-040034,38582283,9770.0,debit,69,,55685745,*24-040034,940,604293,604293,162000,Matthias & Beyrich,4503652657.0,23.04.2024,19129.6,18.06.2024,17.06.2024,6.2024,07.05.2024,42,42,True,14,0,0,TKA,NO,-42,False,PO,14,innerhalb von 14 Tagen ohne Abzug,< 30 day,PO Invoices
4070,93165104,38578334,9414.0,debit,85,,55683799,*93165104,940,604406,604406,162000,Hein Industrieschilder GmbH,4503721238.0,11.04.2024,500.57,03.06.2024,24.05.2024,5.2024,11.05.2024,45,23,False,8,30,0,TKA,NO,-23,False,PO,30,innerhalb von 8 Tagen 3 % Skonto,< 30 day,PO Invoices
4071,2024-01993,370371579,9770.0,debit,85,,55684605,*2024-01993,940,604433,604433,162000,Betontrenn GmbH,,13.05.2024,2118.2,07.06.2024,28.05.2024,5.2024,12.06.2024,17,-5,False,8,30,0,TKA,NO,5,True,FI,30,innerhalb von 8 Tagen 2 % Skonto,< 30 day,FI Invoices
4072,4131374,370371879,9400.0,debit,85,,55684125,*4131374,940,604727,604727,162000,SCHMALZ + SCHÖN,,23.05.2024,59.89,04.06.2024,29.05.2024,5.2024,22.06.2024,-2,-18,False,14,30,0,TKA,NO,18,True,FI,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,FI Invoices
4073,4130535,370373266,9460.0,debit,85,,55685481,*4130535,940,604727,604727,162000,SCHMALZ + SCHÖN,,21.05.2024,153.15,17.06.2024,11.06.2024,6.2024,20.06.2024,13,-3,False,14,30,0,TKA,NO,3,True,FI,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,FI Invoices
4074,4132634,370373523,9461.0,debit,85,,55686410,*4132634,940,604727,604727,162000,SCHMALZ + SCHÖN,,29.05.2024,125.03,25.06.2024,13.06.2024,6.2024,28.06.2024,13,-3,False,14,30,0,TKA,NO,3,True,FI,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,FI Invoices
4075,4135672,370374299,9400.0,debit,85,,55686161,*4135672,940,604727,604727,162000,SCHMALZ + SCHÖN,,12.06.2024,35.85,24.06.2024,19.06.2024,6.2024,12.07.2024,-2,-18,False,14,30,0,TKA,NO,18,True,FI,30,innerhalb von 14 Tagen 2 % Skonto,< 30 day,FI Invoices
4077,4535351643,38575666,9885.0,debit,85,,55684126,*4535351643,940,604826,604826,162000,Hilti Deutschland AG,4503731318.0,06.05.2024,485.76,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKA,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4078,4535351639,38575667,9882.0,debit,85,,55684126,*4535351639,940,604826,604826,162000,Hilti Deutschland AG,4503731316.0,06.05.2024,214.2,04.06.2024,08.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKA,NO,31,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4079,4535363293,38576904,9335.0,debit,85,,55684126,*4535363293,940,604826,604826,162000,Hilti Deutschland AG,4503721242.0,08.05.2024,231.31,04.06.2024,15.05.2024,5.2024,07.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4080,4535363294,38577079,9882.0,debit,85,,55684126,*4535363294,940,604826,604826,162000,Hilti Deutschland AG,4503729739.0,08.05.2024,214.2,04.06.2024,16.05.2024,5.2024,07.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4081,4535375209,38577080,9884.0,debit,85,,55684606,*4535375209,940,604826,604826,162000,Hilti Deutschland AG,4503734492.0,13.05.2024,428.4,07.06.2024,16.05.2024,5.2024,12.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4082,4535375210,38577081,9884.0,debit,85,,55684606,*4535375210,940,604826,604826,162000,Hilti Deutschland AG,4503734532.0,13.05.2024,580.72,07.06.2024,16.05.2024,5.2024,12.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4083,4535375203,38577170,9884.0,debit,85,,55684606,*4535375203,940,604826,604826,162000,Hilti Deutschland AG,4503733941.0,13.05.2024,214.2,07.06.2024,16.05.2024,5.2024,12.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4084,4535375206,38577171,9885.0,debit,85,,55684606,*4535375206,940,604826,604826,162000,Hilti Deutschland AG,4503734040.0,13.05.2024,642.6,07.06.2024,16.05.2024,5.2024,12.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4085,4535386663,38577173,9884.0,debit,85,,55684721,*4535386663,940,604826,604826,162000,Hilti Deutschland AG,4503735964.0,15.05.2024,285.6,10.06.2024,16.05.2024,5.2024,14.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4086,4535386656,38577174,9884.0,debit,85,,55684721,*4535386656,940,604826,604826,162000,Hilti Deutschland AG,4503735189.0,15.05.2024,214.2,10.06.2024,16.05.2024,5.2024,14.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4087,4535386660,38577285,9883.0,debit,85,,55684721,*4535386660,940,604826,604826,162000,Hilti Deutschland AG,4503735857.0,15.05.2024,571.2,10.06.2024,17.05.2024,5.2024,14.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4088,4535386658,38577287,9883.0,debit,85,,55684721,*4535386658,940,604826,604826,162000,Hilti Deutschland AG,4503735478.0,15.05.2024,214.2,10.06.2024,17.05.2024,5.2024,14.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4089,4535359049,38577435,9882.0,debit,85,,55684126,*4535359049,940,604826,604826,162000,Hilti Deutschland AG,4503729323.0,07.05.2024,742.56,04.06.2024,17.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4090,4535382281,38577436,9330.0,debit,85,,55684721,*4535382281,940,604826,604826,162000,Hilti Deutschland AG,4503735194.0,14.05.2024,124.59,10.06.2024,17.05.2024,5.2024,13.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4091,4535393695,38577554,9884.0,debit,85,,55684721,*4535393695,940,604826,604826,162000,Hilti Deutschland AG,4503735505.0,16.05.2024,486.77,10.06.2024,21.05.2024,5.2024,15.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4092,4535400539,38577555,9884.0,debit,85,,55684970,*4535400539,940,604826,604826,162000,Hilti Deutschland AG,4503737075.0,17.05.2024,71.4,11.06.2024,21.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4093,4535398081,38577558,9335.0,debit,85,,55684721,*4535398081,940,604826,604826,162000,Hilti Deutschland AG,4503735691.0,16.05.2024,1150.29,10.06.2024,21.05.2024,5.2024,15.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4094,4535393692,38577657,9885.0,debit,85,,55684721,*4535393692,940,604826,604826,162000,Hilti Deutschland AG,4503735476.0,16.05.2024,214.2,10.06.2024,21.05.2024,5.2024,15.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4095,4535357511,38577758,9883.0,debit,85,,55684126,*4535357511,940,604826,604826,162000,Hilti Deutschland AG,4503732272.0,07.05.2024,214.2,04.06.2024,22.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4096,4535393700,38577945,9883.0,debit,85,,55684721,*4535393700,940,604826,604826,162000,Hilti Deutschland AG,4503735821.0,16.05.2024,485.76,10.06.2024,22.05.2024,5.2024,15.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4097,4535400536,38577952,9883.0,debit,85,,55684970,*4535400536,940,604826,604826,162000,Hilti Deutschland AG,4503736277.0,17.05.2024,214.2,11.06.2024,22.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4098,4535391129,38577953,9461.0,debit,85,,55684721,*4535391129,940,604826,604826,162000,Hilti Deutschland AG,4503724460.0,15.05.2024,660.45,10.06.2024,22.05.2024,5.2024,14.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4099,4535382279,38577958,9883.0,debit,85,,55684721,*4535382279,940,604826,604826,162000,Hilti Deutschland AG,4503734940.0,14.05.2024,214.2,10.06.2024,22.05.2024,5.2024,13.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4100,4535386654,38577960,9883.0,debit,85,,55684721,*4535386654,940,604826,604826,162000,Hilti Deutschland AG,4503735152.0,15.05.2024,214.2,10.06.2024,22.05.2024,5.2024,14.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4101,4535393702,38577961,9882.0,debit,85,,55684721,*4535393702,940,604826,604826,162000,Hilti Deutschland AG,4503736496.0,16.05.2024,571.2,10.06.2024,22.05.2024,5.2024,15.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4102,4535400537,38577980,9885.0,debit,85,,55684970,*4535400537,940,604826,604826,162000,Hilti Deutschland AG,4503737037.0,17.05.2024,112.48,11.06.2024,22.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4103,4535402995,38577983,9885.0,debit,85,,55684970,*4535402995,940,604826,604826,162000,Hilti Deutschland AG,4503735365.0,17.05.2024,242.88,11.06.2024,22.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4104,4535422871,38579035,9883.0,debit,85,,55685746,*4535422871,940,604826,604826,162000,Hilti Deutschland AG,4503737036.0,23.05.2024,577.22,18.06.2024,29.05.2024,5.2024,22.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4105,4535435143,38579264,9770.0,debit,85,,55686162,*4535435143,940,604826,604826,162000,Hilti Deutschland AG,4503738948.0,27.05.2024,606.14,24.06.2024,29.05.2024,5.2024,26.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4106,4535421421,38579283,9884.0,debit,85,,55685746,*4535421421,940,604826,604826,162000,Hilti Deutschland AG,4503738330.0,23.05.2024,214.2,18.06.2024,29.05.2024,5.2024,22.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4107,4535393697,38579399,9885.0,debit,85,,55684721,*4535393697,940,604826,604826,162000,Hilti Deutschland AG,4503735802.0,16.05.2024,285.6,10.06.2024,30.05.2024,5.2024,15.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4108,4535257505,38579407,9461.0,debit,85,,55685904,*4535257505,940,604826,604826,162000,Hilti Deutschland AG,4503728364.0,25.04.2024,212.49,19.06.2024,30.05.2024,5.2024,24.06.2024,25,-5,False,30,60,0,TKA,NO,5,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4109,4535409974,38579410,9885.0,debit,85,,55685482,*4535409974,940,604826,604826,162000,Hilti Deutschland AG,4503735802.0,21.05.2024,285.6,17.06.2024,30.05.2024,5.2024,20.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4110,4535451384,38579735,9885.0,debit,85,,55686411,*4535451384,940,604826,604826,162000,Hilti Deutschland AG,4503740782.0,29.05.2024,658.07,25.06.2024,31.05.2024,5.2024,28.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4111,4535400535,38579738,9882.0,debit,85,,55684970,*4535400535,940,604826,604826,162000,Hilti Deutschland AG,4503732415.0,17.05.2024,150.65,11.06.2024,31.05.2024,5.2024,16.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4112,4535455933,38579890,9882.0,debit,85,,55686544,*4535455933,940,604826,604826,162000,Hilti Deutschland AG,4503741537.0,31.05.2024,285.6,26.06.2024,03.06.2024,6.2024,30.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4115,4535418358,38580060,9440.0,debit,85,,55685746,*4535418358,940,604826,604826,162000,Hilti Deutschland AG,4503735217.0,22.05.2024,2812.03,18.06.2024,04.06.2024,6.2024,21.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4116,4535455932,38580067,9885.0,debit,85,,55686544,*4535455932,940,604826,604826,162000,Hilti Deutschland AG,4503741248.0,31.05.2024,84.36,26.06.2024,04.06.2024,6.2024,30.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4117,4535441546,38580068,9885.0,debit,85,,55686162,*4535441546,940,604826,604826,162000,Hilti Deutschland AG,4503740413.0,28.05.2024,562.39,24.06.2024,04.06.2024,6.2024,27.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4118,4535435148,38580075,9884.0,debit,85,,55686162,*4535435148,940,604826,604826,162000,Hilti Deutschland AG,4503739485.0,27.05.2024,224.96,24.06.2024,04.06.2024,6.2024,26.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4119,4535451354,38580370,9883.0,debit,85,,55686411,*4535451354,940,604826,604826,162000,Hilti Deutschland AG,4503740876.0,29.05.2024,428.4,25.06.2024,05.06.2024,6.2024,28.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4120,4535421423,38580879,9883.0,debit,85,,55685746,*4535421423,940,604826,604826,162000,Hilti Deutschland AG,4503738256.0,23.05.2024,428.4,18.06.2024,10.06.2024,6.2024,22.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4121,4535421429,38580880,9883.0,debit,85,,55685746,*4535421429,940,604826,604826,162000,Hilti Deutschland AG,4503717404.0,23.05.2024,214.2,18.06.2024,10.06.2024,6.2024,22.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4122,4535396006,38580882,9883.0,debit,85,,55684970,*4535396006,940,604826,604826,162000,Hilti Deutschland AG,4503735497.0,16.05.2024,959.62,11.06.2024,10.06.2024,6.2024,15.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4123,4535428214,38580884,9883.0,debit,85,,55685746,*4535428214,940,604826,604826,162000,Hilti Deutschland AG,4503737365.0,24.05.2024,783.02,18.06.2024,10.06.2024,6.2024,23.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4124,4535441547,38580885,9883.0,debit,85,,55686162,*4535441547,940,604826,604826,162000,Hilti Deutschland AG,4503740417.0,28.05.2024,214.2,24.06.2024,10.06.2024,6.2024,27.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4125,4535428213,38580886,9883.0,debit,85,,55685746,*4535428213,940,604826,604826,162000,Hilti Deutschland AG,4503738540.0,24.05.2024,974.13,18.06.2024,10.06.2024,6.2024,23.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4126,4535441543,38581183,9884.0,debit,85,,55686162,*4535441543,940,604826,604826,162000,Hilti Deutschland AG,4503740206.0,28.05.2024,214.2,24.06.2024,11.06.2024,6.2024,27.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4127,4535441545,38581190,9884.0,debit,85,,55686162,*4535441545,940,604826,604826,162000,Hilti Deutschland AG,4503740227.0,28.05.2024,285.6,24.06.2024,11.06.2024,6.2024,27.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4128,4535435150,38581275,9882.0,debit,85,,55686162,*4535435150,940,604826,604826,162000,Hilti Deutschland AG,4503739679.0,27.05.2024,856.8,24.06.2024,11.06.2024,6.2024,26.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4132,4535455929,38581485,9885.0,debit,85,,55686544,*4535455929,940,604826,604826,162000,Hilti Deutschland AG,4503741378.0,31.05.2024,214.2,26.06.2024,12.06.2024,6.2024,30.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4134,4535455934,38582377,9884.0,debit,85,,55686544,*4535455934,940,604826,604826,162000,Hilti Deutschland AG,4503741621.0,31.05.2024,214.2,26.06.2024,17.06.2024,6.2024,30.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,PO,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,PO Invoices
4140,4535352375,370370063,9776.0,debit,85,,55684126,*4535352375,940,604826,604826,162000,Hilti Deutschland AG,,06.05.2024,221.34,04.06.2024,13.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKA,NO,31,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4141,4535353834,370370571,9332.0,debit,85,,55684126,*4535353834,940,604826,604826,162000,Hilti Deutschland AG,,06.05.2024,124.59,04.06.2024,15.05.2024,5.2024,05.07.2024,-1,-31,False,30,60,0,TKA,NO,31,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4142,4535360758,370370576,9752.0,debit,85,,55684126,*4535360758,940,604826,604826,162000,Hilti Deutschland AG,,07.05.2024,98.59,04.06.2024,15.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4143,4535360351,370370577,9773.0,debit,85,,55684126,*4535360351,940,604826,604826,162000,Hilti Deutschland AG,,07.05.2024,17.2,04.06.2024,15.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4144,4535360282,370370670,9751.0,debit,85,,55684126,*4535360282,940,604826,604826,162000,Hilti Deutschland AG,,07.05.2024,571.91,04.06.2024,16.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4145,4535377703,370370693,9776.0,debit,85,,55684606,*4535377703,940,604826,604826,162000,Hilti Deutschland AG,,13.05.2024,55.8,07.06.2024,16.05.2024,5.2024,12.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4146,4535377755,370370696,9414.0,debit,85,,55684606,*4535377755,940,604826,604826,162000,Hilti Deutschland AG,,13.05.2024,44.92,07.06.2024,16.05.2024,5.2024,12.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4147,4535384043,370370700,9332.0,debit,85,,55684721,*4535384043,940,604826,604826,162000,Hilti Deutschland AG,,14.05.2024,99.91,10.06.2024,16.05.2024,5.2024,13.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4148,4535384609,370370701,9414.0,debit,85,,55684721,*4535384609,940,604826,604826,162000,Hilti Deutschland AG,,14.05.2024,83.18,10.06.2024,16.05.2024,5.2024,13.07.2024,-3,-33,False,30,60,0,TKA,NO,33,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4149,4535385345,370370766,9413.0,debit,85,,55684721,*4535385345,940,604826,604826,162000,Hilti Deutschland AG,,15.05.2024,38.66,10.06.2024,17.05.2024,5.2024,14.07.2024,-4,-34,False,30,60,0,TKA,NO,34,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4150,4535359768,370370856,9884.0,debit,85,,55684126,*4535359768,940,604826,604826,162000,Hilti Deutschland AG,,07.05.2024,249.65,04.06.2024,17.05.2024,5.2024,06.07.2024,-2,-32,False,30,60,0,TKA,NO,32,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
4151,4535398795,370370975,9752.0,debit,85,,55684721,*4535398795,940,604826,604826,162000,Hilti Deutschland AG,,16.05.2024,78.0,10.06.2024,21.05.2024,5.2024,15.07.2024,-5,-35,False,30,60,0,TKA,NO,35,True,FI,60,innerhalb von 30 Tagen 3 % Skonto,< 30 day,FI Invoices
